Time,Bps
2501,24328
2502,45512
2503,38976
2504,25728
2505,45272
2506,13960
2507,34568
2508,17368
2509,32320
2510,36984
2511,25816
2512,38616
2513,41360
2514,23256
2515,44304
2516,16344
2517,34920
2518,19224
2519,30888
2520,34688
2521,32800
2522,37752
2523,38528
2524,20432
2525,43416
2526,23344
2527,27480
2528,19560
2529,31944
2530,34688
2531,33240
2532,42880
2533,38296
2534,25112
2535,34120
2536,27496
2537,27056
2538,19632
2539,43216
2540,23992
2541,37312
2542,35896
2543,41568
2544,31944
2545,25624
2546,28824
2547,25112
2548,15920
2549,48544
2550,20616
2551,40136
2552,33512
2553,36712
2554,33360
2555,25376
2556,30080
2557,20872
2558,19872
2559,45272
2560,23888
2561,42088
2562,39096
2563,32728
2564,21128
2565,35664
2566,37856
2567,4640
2568,20432
2569,41832
2570,20088
2571,47984
2572,43672
2573,26104
2574,35400
2575,19280
2576,38296
2577,15584
2578,28840
2579,36264
2580,19256
2581,46040
2582,41376
2583,27056
2584,43520
2585,16624
2586,36440
2587,15496
2588,31776
2589,33608
2590,26152
2591,44200
2592,40832
2593,20872
2594,43776
2595,18392
2596,32728
2597,15496
2598,30360
2599,34160
2600,34992
2601,40928
2602,38088
2603,22816
2604,41032
2605,25200
2606,25288
2607,18168
2608,36456
2609,24864
2610,42520
2611,45088
2612,32536
2613,33080
2614,24296
2615,33064
2616,20960
2617,21064
2618,44424
2619,22104
2620,48992
2621,38312
2622,24144
2623,41560
2624,14488
2625,39960
2626,437960
2627,21488
2628,43456
2629,27144
2630,42448
2631,47760
2632,23448
2633,44304
2634,21912
2635,31208
2636,13448
2637,30712
2638,33952
2639,32272
2640,42008
2641,37752
2642,19736
2643,40696
2644,23328
2645,32624
2646,17176
2647,18416
2648,44544
2649,28008
2650,46608
2651,33272
2652,24776
2653,36984
2654,21576
2655,33152
2656,17264
2657,33608
2658,29352
2659,32520
2660,37336
2661,42320
2662,22984
2663,33256
2664,23448
2665,35936
2666,18232
2667,38736
2668,15352
2669,39944
2670,36808
2671,38616
2672,32848
2673,29088
2674,32728
2675,19720
2676,17368
2677,31224
2678,30768
2679,43744
2680,39072
2681,36776
2682,29368
2683,29088
2684,32288
2685,19720
2686,16840
2687,36120
2688,29352
2689,38704
2690,45616
2691,36248
2692,25568
2693,31280
2694,29016
2695,22992
2696,16840
2697,44408
2698,20264
2699,42856
2700,41376
2701,34480
2702,39704
2703,19256
2704,36776
2705,15480
2706,18256
2707,49024
2708,18304
2709,41992
2710,43232
2711,26440
2712,44304
2713,20056
2714,33064
2715,13976
2716,21592
2717,45840
2718,29088
2719,45720
2720,31296
2721,24144
2722,38648
2723,22800
2724,34480
2725,17176
2726,14400
2727,266152
2728,25920
2729,49520
2730,41024
2731,22920
2732,39616
2733,12632
2734,40048
2735,16736
2736,26472
2737,38872
2738,17864
2739,39608
2740,45808
2741,27248
2742,40616
2743,17928
2744,37744
2745,15392
2746,22288
2747,40064
2748,32248
2749,37408
2750,35368
2751,26720
2752,48224
2753,22632
2754,31824
2755,14416
2756,17160
2757,46160
2758,29952
2759,38536
2760,40664
2761,16824
2762,39656
2763,22192
2764,38384
2765,15032
2766,26456
2767,34544
2768,25728
2769,49328
2770,42328
2771,18680
2772,44952
2773,14152
2774,39712
2775,15056
2776,27512
2777,35448
2778,25624
2779,38616
2780,45616
2781,26528
2782,42568
2783,16536
2784,37408
2785,13728
2786,26736
2787,37304
2788,27480
2789,45616
2790,29776
2791,28384
2792,46176
2793,20248
2794,35112
2795,16928
2796,15920
2797,43968
2798,28008
2799,45616
2800,39944
2801,23256
2802,38664
2803,19616
2804,36440
2805,13112
2806,27008
2807,35112
2808,23960
2809,49856
2810,38088
2811,20072
2812,49088
2813,20056
2814,33592
2815,13112
2816,28064
2817,35112
2818,31472
2819,41120
2820,37648
2821,21400
2822,47144
2823,20144
2824,35008
2825,3088
2826,31424
2827,39352
2828,6024
2829,50032
2830,48992
2831,18128
2832,40520
2833,20672
2834,41016
2835,14064
2836,29728
2837,33696
2838,12824
2839,35096
2840,43696
2841,37856
2842,40608
2843,21640
2844,24752
2845,29864
2846,17264
2847,34480
2848,25392
2849,43048
2850,33696
2851,32712
2852,26192
2853,44320
2854,26168
2855,28008
2856,16360
2857,18216
2858,44304
2859,32800
2860,42536
2861,38280
2862,23360
2863,36560
2864,22000
2865,37304
2866,14064
2867,28840
2868,35448
2869,20584
2870,51376
2871,41992
2872,21592
2873,44512
2874,23976
2875,29864
2876,13536
2877,27512
2878,37304
2879,31280
2880,45168
2881,35984
2882,23448
2883,44512
2884,16536
2885,36528
2886,13888
2887,16720
2888,43400
2889,22984
2890,46128
2891,48800
2892,6464
2893,33104
2894,25832
2895,32728
2896,21152
2897,16720
2898,43840
2899,16888
2900,42856
2901,43760
2902,32624
2903,45312
2904,15648
2905,29544
2906,23960
2907,16928
2908,38192
2909,25728
2910,43384
2911,31648
2912,29864
2913,24144
2914,47696
2915,25392
2916,27672
2917,14608
2918,15496
2919,30768
2920,29440
2921,46656
2922,44728
2923,28824
2924,24224
2925,36544
2926,29104
2927,27688
2928,17456
2929,33256
2930,28992
2931,41568
2932,72824
2933,21928
2934,45376
2935,23904
2936,31776
2937,20624
2938,16024
2939,38808
2940,22000
2941,36808
2942,30664
2943,33592
2944,44624
2945,26696
2946,37584
2947,18936
2948,16024
2949,23192
2950,29856
2951,38088
2952,48784
2953,24072
2954,30424
2955,39720
2956,26696
2957,30960
2958,17456
2959,37840
2960,15560
2961,26704
2962,41000
2963,41888
2964,35040
2965,39720
2966,24752
2967,30408
2968,15568
2969,18256
2970,38896
2971,29000
2972,42992
2973,29336
2974,30768
2975,43280
2976,26784
2977,39672
2978,15032
2979,14880
2980,27504
2981,22464
2982,58848
2983,42520
2984,21384
2985,34848
2986,27584
2987,37392
2988,18728
2989,16736
2990,36424
2991,16448
2992,36544
2993,47680
2994,38808
2995,24296
2996,38752
2997,30848
2998,25712
2999,13448
3000,20448
3001,36424
3002,34688
3003,44936
3004,32712
3005,22904
3006,45560
3007,19632
3008,38704
3009,13448
3010,13960
3011,33064
3012,14200
3013,47152
3014,49008
3015,25288
3016,19480
3017,41032
3018,23256
3019,31280
3020,17776
3021,35208
3022,17312
3023,34160
3024,42552
3025,45264
3026,28576
3027,32744
3028,28464
3029,26680
3030,15920
3031,30768
3032,25712
3033,44744
3034,37952
3035,32712
3036,22464
3037,46640
3038,30960
3039,22968
3040,19184
3041,13432
3042,40576
3043,34496
3044,45272
3045,40136
3046,17864
3047,37272
3048,25392
3049,37040
3050,16888
3051,20872
3052,35432
3053,25640
3054,21568
3055,336
3056,6144
3057,0
3058,0
3059,0
3060,6144
3061,336
3062,336
3063,896
3064,336
3065,336
3066,2096
3067,0
3068,38304
3069,261360
3070,33600
3071,25680
3072,46928
3073,22816
3074,24384
3075,17776
3076,11136
3077,11136
3078,23280
3079,46064
3080,48512
3081,29080
3082,12824
3083,23888
3084,38976
3085,28384
3086,41392
3087,11664
3088,13448
3089,21400
3090,21936
3091,42880
3092,51424
3093,38736
3094,41528
3095,28896
3096,27032
3097,22800
3098,11136
3099,10608
3100,38552
3101,49552
3102,44920
3103,880
3104,40496
3105,30488
3106,30224
3107,36320
3108,12192
3109,12984
3110,11136
3111,37224
3112,61296
3113,44480
3114,27264
3115,42520
3116,19968
3117,19000
3118,28368
3119,11136
3120,26424
3121,45888
3122,40672
3123,25032
3124,33328
3125,30448
3126,40936
3127,22800
3128,29456
3129,12984
3130,11136
3131,21744
3132,40760
3133,49072
3134,45008
3135,29648
3136,26168
3137,30328
3138,19088
3139,32608
3140,11136
3141,24656
3142,39512
3143,11912
3144,23024
3145,62656
3146,24576
3147,48208
3148,17144
3149,31992
3150,16256
3151,11664
3152,11136
3153,39792
3154,41016
3155,50128
3156,29608
3157,11856
3158,40528
3159,28064
3160,336
3161,6480
3162,336
3163,336
3164,336
3165,6480
3166,0
3167,0
3168,0
3169,0
3170,0
3171,336
3172,336
3173,6480
3174,336
3175,336
3176,336
3177,0
3178,0
3179,0
3180,0
3181,6144
3182,336
3183,336
3184,336
3185,336
3186,336
3187,336
3188,0
3189,6144
3190,0
3191,0
3192,0
3193,336
3194,1008
3195,336
3196,336
3197,6480
3198,336
3199,0
3200,0
3201,0
3202,1344
3203,0
3204,336
3205,6480
3206,336
3207,336
3208,336
3209,336
3210,6048
3211,0
3212,0
3213,6144
3214,0
3215,336
3216,336
3217,336
3218,2096
3219,336
3220,336
3221,300496
3222,11328
3223,14016
3224,25136
3225,46592
3226,36256
3227,23328
3228,26512
3229,22272
3230,47456
3231,30224
3232,31552
3233,17360
3234,0
3235,11856
3236,23280
3237,48256
3238,50672
3239,33136
3240,34904
3241,26504
3242,22800
3243,28256
3244,6144
3245,0
3246,6144
3247,0
3248,336
3249,336
3250,6480
3251,336
3252,336
3253,336
3254,0
3255,0
3256,0
3257,0
3258,6144
3259,336
3260,336
3261,336
3262,336
3263,336
3264,336
3265,0
3266,6144
3267,0
3268,0
3269,0
3270,336
3271,336
3272,336
3273,336
3274,6480
3275,336
3276,0
3277,0
3278,0
3279,672
3280,0
3281,2096
3282,38640
3283,204960
3284,71152
3285,28096
3286,42976
3287,13728
3288,12672
3289,27408
3290,20080
3291,12656
3292,37232
3293,48784
3294,51232
3295,39776
3296,32160
3297,22368
3298,12144
3299,12144
3300,12144
3301,36784
3302,28048
3303,47368
3304,32088
3305,9616
3306,61776
3307,23856
3308,41104
3309,13112
3310,12672
3311,12456
3312,23792
3313,21952
3314,46928
3315,39960
3316,53632
3317,28624
3318,23848
3319,31296
3320,12672
3321,13112
3322,34400
3323,23808
3324,40488
3325,23328
3326,33064
3327,51248
3328,32336
3329,41104
3330,15120
3331,13992
3332,11240
3333,25120
3334,28336
3335,46592
3336,49856
3337,47160
3338,29416
3339,12192
3340,37648
3341,14880
3342,13112
3343,36800
3344,21152
3345,18024
3346,39888
3347,49856
3348,34248
3349,41536
3350,40048
3351,3088
3352,11576
3353,12672
3354,36712
3355,22480
3356,46592
3357,42008
3358,39104
3359,36504
3360,16432
3361,40576
3362,14864
3363,13976
3364,33968
3365,25832
3366,15568
3367,48976
3368,45192
3369,52288
3370,23496
3371,26592
3372,22816
3373,15392
3374,14504
3375,43968
3376,21136
3377,35448
3378,28032
3379,52208
3380,43944
3381,25712
3382,28912
3383,15832
3384,14944
3385,22728
3386,60048
3387,47120
3388,42008
3389,43552
3390,22968
3391,32608
3392,20960
3393,16360
3394,25216
3395,25360
3396,12296
3397,46784
3398,36464
3399,48296
3400,32000
3401,34104
3402,22368
3403,13536
3404,15832
3405,31568
3406,27056
3407,38280
3408,33152
3409,44768
3410,48664
3411,22192
3412,33064
3413,15392
3414,14944
3415,25200
3416,35448
3417,32608
3418,40136
3419,56480
3420,38464
3421,17592
3422,37856
3423,16720
3424,15032
3425,36848
3426,20512
3427,25096
3428,46400
3429,44408
3430,50624
3431,24048
3432,29440
3433,15496
3434,15392
3435,17688
3436,40576
3437,32096
3438,35344
3439,33064
3440,57520
3441,24488
3442,39712
3443,16024
3444,14152
3445,15832
3446,39160
3447,20960
3448,47456
3449,44728
3450,47688
3451,26344
3452,21848
3453,29904
3454,15584
3455,21608
3456,39072
3457,15816
3458,40048
3459,48800
3460,55640
3461,26240
3462,27584
3463,26632
3464,15584
3465,15584
3466,42008
3467,15832
3468,44184
3469,44200
3470,58384
3471,22528
3472,38632
3473,13536
3474,6040
3475,38560
3476,28576
3477,26440
3478,40472
3479,45560
3480,45272
3481,23856
3482,30240
3483,16360
3484,14608
3485,26176
3486,29016
3487,33616
3488,47120
3489,43704
3490,43056
3491,19256
3492,38192
3493,15920
3494,16360
3495,33768
3496,21592
3497,34056
3498,46592
3499,57008
3500,30920
3501,22880
3502,33064
3503,13536
3504,15920
3505,42432
3506,14152
3507,36880
3508,37752
3509,50880
3510,42640
3511,33136
3512,21928
3513,15744
3514,13976
3515,35792
3516,20160
3517,43864
3518,45720
3519,46296
3520,33240
3521,34656
3522,20160
3523,16360
3524,17688
3525,32160
3526,20960
3527,43760
3528,45192
3529,52752
3530,26344
3531,26256
3532,28576
3533,15392
3534,15832
3535,41816
3536,15832
3537,33048
3538,46928
3539,55680
3540,30056
3541,31384
3542,23448
3543,15496
3544,15392
3545,41016
3546,19632
3547,40472
3548,42344
3549,44760
3550,36528
3551,30328
3552,23448
3553,15584
3554,16992
3555,38192
3556,18576
3557,42328
3558,28616
3559,70256
3560,14208
3561,29616
3562,25304
3563,15056
3564,16024
3565,42096
3566,13072
3567,45616
3568,42344
3569,52200
3570,29952
3571,38704
3572,16464
3573,15496
3574,13728
3575,40152
3576,18768
3577,47984
3578,33488
3579,42376
3580,43504
3581,26152
3582,28912
3583,15056
3584,14608
3585,26616
3586,32088
3587,35472
3588,47456
3589,55488
3590,31360
3591,15016
3592,38632
3593,15392
3594,15584
3595,36952
3596,19736
3597,29456
3598,41024
3599,53072
3600,45360
3601,2632
